is_offensive,text
0,"I've been working as an HR Manager for quite a while right now, I think I mastered all the ins and outs of this profession. I am also experienced in Project and Program Management."
0,"""

 Nonsense 
The edit on Siberian shamanism was one of my many udoes to your contribs a few days ago before I was banned. That was one of my various diatribes done to give you a taste of your own medicine of subverting, deleting and merging the talks of other editors without any rhyme or reason. I was on the edge of legality because I had never heard of Siberian shamanism (what next ? Catholic fire rituals ? -))) but it would not have taken long for some googling to come up with some insipid reason to validate my edit.

The edit on Paganism is right. Paganism is a CLASS of religions just like helicopter is a CLASS of aircraft, or planet is class of heavenly bodies. Hence your comment that """"Pagans are fewer than Hindus"""" makes little sense, because Hinduism is technically a pagan religion (in fact all Dharmic religions are for that matter). """
0,"""

 Persondata 

Despite reading WP:Persondata I am still not clear on the sort of descriptions wanted or required.

I note you added persondata to both Pete Gage (guitarist) and Pete Gage (vocalist) to say """"British Musician"""".  Having spent some time trying to differentiate between the two, as many sources confuse them, I think the generic """"musician"""" is confusing, so have amended this to """"British guitarist"""" and """"British vocalist"""", albeit that they both have other talents.  If this is incorrect, please revert, and tell me why/what the deciding factors are, in a case where two people have the same name, and are regularly confused   """
1, I just wanna ball my fist in your hair and shake the bitch right out of you.
0,"GREAT !!!!  THANK YOU !!!  I really do appreciate the information you supplied above.  You have given me an
answer to a matter I was confused about.  So, my next question is, since Jennifer O'Neill is very famous for that movie, can I use that same movie poster image pic for her wikipage I contributed to? Please explain. Thanks!! Also, in a good faith attempt to comply with policy, I uploaded a pic of her at a public speaking engagement in Washington, D.C. at a prochoice rally, taken of her in public (but I do not know who the photographer was), but that was deleted too, making me confused and somewhat exasperated, maybe being a 1st timer and new.   thanks for your time  (see, I am not a child)."
0,"Couples 

As far as I can see, the phrase 'same-sex couples' was deleted to appease one unhappy yet vocal editor.  I have reinstated it.  The phrase is used elsewhere in Wikipedia when discussing this subject and its use here therefore makes sense."
0,"Ankaram 

You should post this to the admin noticeboard, and offer it to a wider wikipedia audience. As for checkuser, it's not so much that they refuse requests from people not in the clique, but these requests are generally only used when rules have been violated. I don't think any purported sock of Ankaram has been subject to admin action yet. So I suggest you bring this to the wider community and maybe some things will come of that. Having a sockpuppet is not disallowed, so checkuser is rarely used."
0,"""
Hi OhConfucious. Correct, as you say (1) no, the RfC didn't anticipate that the disruption would move from titles to ledes, hence the need to reopen the RfC, (2) no, with the Gaj's alphabet Dj/Đ """"because their appearances are sufficiently different as to potentially cause confusion"""" - and this exception was recognised in the RfC, and should continue to be recognised as an exception if the RfC is reopened too. The Category:Serbian female tennis players: contains none, Category:Serbian male tennis players only contains 3 such players - which are still at """"English names"""" so the 100x Facundo Argüello (tennis) ledes affected do not include these 3 anyway. The 100x ledes affected are all of the 'François Hollande', or 'Charlotte Brontë' do not come in the 3x """"because their appearances are sufficiently different as to potentially cause confusion"""" - there is no """"François/Francois"""" """"Brontë/Bronte"""" confusion issue as with Dj/Đ. Hence this is simply confirming the original RfC result.   
"""
0,"Market Conditions

You obviously have a maddenly simple-minded view of the world; therefore, STFU and stop commenting about topics that exceed your education and experience."
0,Could you produce a link to the policy page where that is said please? I have never read it myself.
0,Hi Manjuap please provide the appropriate references. You can do that by giving information such as distance to Bangalore International Airport and wipro/inforsys links that say that they have a office there.
0,"Edit request from 120.63.15.134, 29 August 2011 There is no flogging of people who drink alcohol in Ralegan Siddhi at all. I grew up near Ralegan(Ahmadnagar). It is false, 

About Anna Hazare the lines written by author are not proved. Please delete these line. I am from his village. there is no practice of flogging. Flogging is followed in rural India from past. Anna Hazare in fact educated people against superstitions. Rural people practiced several forms of superstitions to ward of addictions which sufferers could not control themselves. They themselves consented to flogging seeking for some solution. But Anna Hazare, tried his best to stop this flogging practice and encourage people to increase will power.

I checked the article from which the lines about flogging. There is no reference or proof. These lines may have been used to defame him. PLease remove it from your article unless someone prooves it.

120.63.15.134  
Anna Hazare wants anyone who wants to drink alcohol to be flogged in vigilante style, everywhere in India, claiming that physical abuse is a necessary evil to destroy the free will of any responsible adult who wants to consume alcohol, specially in villages.The Making of Anna Hazare « Kafila. Kafila.org. Retrieved on 29 August 2011.Why God Saved Anna Hazare. Readersdigest.co.in (19 April 2010). Retrieved on 29 August 2011."
1,"Hey, Nazi dude: 

Sherpa derpa derp"
0,"I am really confused 
It said this page was going to have evidence about why I was preminantly blocked from editing, but it's cheesecake instead, why was I blocked because of cheesecake? Please tell me"
0,"""  
""""A criticism of LCEA is that it attempts to eliminate monetary cost analysis, that is replace the currency by which economic decisions are made with an energy currency."""" - Why would this be a criticism?  More explanation would be appreciated.  Thanks.

"""
0,"I replied on my page -)  容 12:31, 5 Sep 2004 (UTC)"
0,"""Thanks for experimenting with the page User:Galis on Wikipedia. Your test worked, and has been reverted or removed. Please use the sandbox for any other tests you want to do. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia.  Thanks. 123 (talk) """
0,"Hi, I have just nominated Ann Sheehy for deletion. This is an article you created. Please have a look at the entry if you disagree with this nomination."
0,"Kyaa the catlord
Kyaa the catlord keeps reverting the Islamism page back too the original version from about a week ago, please get her or him to stop."
0,Thanks for your reply Scott. If I got your back up a wee bit with my post I apologise. I was just trying to say that the majority of people will edit wikipedia without knowing what WR is. Cheers!
1,Flashin money but ya bitch nails not done..
0,"""

 """"Yargh"""" interjection article 

You delete my article, saying that this was du to a lack of sense. But this article should be part of wikipedia.

First thing first, read article before complaining.

Second, article is far from vandalism, take time to write and as not being written for stupidity use.

Third, I personnaly search for website with de definition of Yargh and didn't found, I finally came here which is my source for every thing and I was so disapointed that there was no page about that I decide to write one. I assume I not the only one in the world that as look for this interjection so considering wikipedia as a free and global encyclopedia, my article a full sense to be here.

From The_inventor, hoping that you review the situation a that you see good sense and autorise my article."""
0,"Mistakes 

Bredolab is also known as BManager, Oficla is known as MyLoader. They are not the same bot, but are often used by the same groups or used when selling bots to different groups.
Also it was sold publicly so it is very unlikely that it belonged to only one group. Version 1.4 was sold for 400$ in late 2008 (It has also been made public)."
0,"""

Thanks for the Picture khatibimaroc

hahaha, i love how you act rather than speak hahaha, the new pictures are stunning and I just love them. I do not think that our """"friend"""" will be pleased to see that there is no website he could use to justify a potential vandalism hahaha oh and please I wanna see a picture of you with the artist wearing a T shirt that says f*** P**r**b***y hahahahahahahahahahahahahahahahahaha

have a great day, 

have a good day,"""
1,"BLOCKING
BLOCKING ME OVER THE BLANKING OF MY USERPAGE IS AN ABUSE OF SYSOP PRIVILAGES. THANKS FOR PUTTING ME OFF WIKIPEDIA FOR EVER. TWAT FACE"
0,"""
Well, I read through it again, and it doesn't seem like you can't do it, but I guess it's something to consider.  T/C """
0,"""

Double Standard reloaded
Who is interested in debating and who is not?
Who is interested in developing the article and
who is interested in freezin it to death, including using threats and veiled censorship in the form of selective double standard applying of internal rules?

After all, it never too much to remind that:
an editor besides not been unwilling or unable to counter argue, over a year and a half, he also have done baseless statements about editions done by me in a certain rude tone,
During all this time, I have responded to him in the same mode, but especifically to these assertions,
not having any left unanswered, unlike him...
...and only me is who was warned and blocked
Curious...
  

""""Summary of operations""""
To the newcomers in this discussion and also to the selective forgetful ones:

See above The heart of this Case;
As well as the sections Spurious Quotations, Once Again, and sections Warning to Judge by yourselves II in my Talk Page;

To note that 
1) from grammatical objections to the size of version that I propose, no one objection was left standing and even so it continues to be reversed, 
even taking into account that the present version: 
incurs spurious quote in the 1st paragraph, 
too detailed and redundant information (for an article that are supposed to be short...) on the 2nd paragraph, 
and incomplete besides be longer, vague and non neutral in the 3rd...

2) How not to think in double standard when:

The last disruptive revertion, besides be longer than the version I propose, was based entirely on incorrect inferences and historical misconceptions as I shown above (again... See above points A to E in """"Once Again"""" section ) that were related only to the 2nd paragraph (of the version I propose);
and that
No word was uttered against or about the spuriousness that was purged of the 1st paragraph, as well as against or about the 3rd paragraph, that according to some editor (Ctr F on word """"solid"""" to see above, on the discussion about grammar in the """"Once Again"""" section), was """"pretty solid""""...

And even so, the revertion was done...

So, I again ask you all:

1) Is the spuriousness justifiable under any circunstances?

2) In the case of an encyclopedia that is intended to be free and neutral, which group of honest editors would admit the use of partial referrals that lead to political and historical inferences in favor of a political regime (monarchical, military, etc.) whatever be?

Worse, which group of honest editors would allow the use of spurious citations of a partial source for purposes mentioned above - even if this purposes are involuntary, although the time that passed without actions having been taken, as well as the resistance to remediation maintained, only makes this possibility (of involuntariness) unlikely???

3) Which group of honest editors, ladies and gentlemen, who were truly committed to the freedom and neutrality of such instrument, would vote against such remediation or would omit about it?
  """
0,"Hiya, nope ) I don't remotely believe the ceremonial post is notable, I believe 1853-2002 is notable. Cheers"
0,"""Retire ==

Thanks Truco. Chances are I'll fail at this attempt as well (I've tried at least 3 times). Even if I succeed, I'll probably check my talk page every day to keep up with the project newsletter and the signpost, so if you have any questions or want me to participate in any disputes, just drop me a line. I'm also available through email if you have an address specified. Cheers amigo, SeaBass 

== RE:"""
0,I also  agree and recommend this. -
1,Fuck off you persistant faggot. - God
0,Who dat Said they gone beat dem Saints
0,"""
Try doing a null edit on that page if you still can't see any difference. I'm not so sure about moving the map to below """"Korean name"""", though """"Korean name"""" is now quite low if there is both a phot and a map. Perhaps """"Korean name"""" should be moved to the top, or maybe it would just be better to use  (I know it's been talked about before).   """
0,"""

 Motorsport 

There is nothing about Paris Hilton Racing, her Spanish based Moto GP team! Moto GP is the most important and viewed motorcycle racing competition in the world, and her team had an incredible 2011 season. This certainly raised her profile in Europe in terms of media coverage. If there are no objections I would like to add the following to the article under motorsport:  

""""Paris Hilton in partnership with Blusens-BQR (Queroseno Racing) and intially sponsor SuperMartxe VIP entered a race team in the 2011 125cc Moto GP World Championship in the last year of the 125cc category that has run since 1949. Originally the team was called """"SuperMartxe VIP by Paris Hilton Racing"""" but that was later changed to """"Blusens by Paris Hilton Racing"""". The Spanished based team raced the Italian Aprilia RSA 125 motocycle with two Spanish pilots, 16-year old European champion Maverick Viñales and vetern Sergio Gadeo. The Moto GP team was led by Raúl Romero, with Ricard Jové as sporting and technical director, and with Christian Lundberg and highly respected Italian technician Rossano Brazzi preparing the bikes. Both pilots finished in the top ten. Maverick Viñales finished third overall in the 125cc Moto GP World Riders Championship, with four Grand Prix wins and a total of nine podiums, and three fatest laps and three poles. Sergio Gadeo finished ninth overall and achieved 2 third place finishes giving the team an impressive 11 podiums in their first season. Marick Viñales won the Gran Premio Gernerali de la Comunitat Valenciana, the final Grand Prix of the season, earning points for both Blusens by Paris Hilton Racing and Aprilia who won the 125cc Moto GP World Manufaturers Championship. Paris Hilton said """"it has been an amazing year for my team"""".""""  



 
"
0,force raised by the general staff special
0,"""

 

You will get tired of vandalizing the article on Mafia long before I will get tired of posting these warnings on your page.  You will eventually get blocked if you continue to vandalize on wikipedia.  In the mean time, As long as you continue your vandalism, I will continue to post these annoying messages on your page. """
1,bitches at rick's in justice tank tops tho
0,Please do not continue to make unhelpful edits to the Polanski page. Edit warring is discouraged. You may be blocked if you continue vandalism. Thank you.
0,"This is about the kannadiga article 
i appreciate u tagging the kannadiga article as its tone isn't pretty good. the problem is a user named User:C21K, seems to be a kannada chauvanist and hates all other people .he has been repeatedly vandalising the pages related to tulu konkani and tamil people and culture and also is responsible for the mess that has been made in the kannadiga article.he cites every tulu and konkani or other linguistic minorities of karnataka as kannadiga and also suggests that lingayatism as the original faith of karnataka.it is better he his banned from wikipedia can u do something about it.anyways do you have any other plans to improve articles related to karnataka and its people including the kannadiga article .by User:Princeofdark07"
0,HAPPY BIRTHDAY  SIR CHOULES!!!
0,"November 2008
 Please stop. If you continue to violate Wikipedia's no original research policy by adding your personal analysis or synthesis into articles, you will be blocked from editing Wikipedia."
0,"Great job Aziza, I just edited and formatted your section on the standards of professional conduct.  I also have added a citation on mission."
0,"GoCarlisle 

GoCarlisle

Was just announced in the Sentinel today as the boroughs new website, maybe its not up yet."
0,"Message from you to an IP 

I received a message from you about editing something or other, no idea what it is about. You sent your message to an IP, one that is allocated dynamically. So the person who did the edits no longer owns this IP, I do, for now. Just thought you would like to know."
0,"""

Hi. Our Azad article has a ref """"Urdu declared official language of Azad Kashmir"""" (Pakistan Times, 21 August 2005), though the link is now dead. I don't remember where I got the Gilgit–Baltistan info, but we make the same claim in the infobox of that article. Are our articles wrong? —   """
0,"I like what you did.  Great job!  Thanks!

I especially like the fact that people can understand all the factors - the big picture, the individual versions, as well as the controversies ... all clearly labeled and easily available.  Thanks again!   (Talk)"
0,Only in my hick town can you walk into a national sports bar and get Busch light in a can. SMH
0,"""

 accurate.. 

Machida returned to his native Brazil to face Phil Davis on August 3, 2013 at UFC 163.[44][45] In a unanimous decision, Davis defeated Machida. This caused controversy among many MMA fans. [46][47] In one sample, 13 of 13 media outlets scored the bout in favor of Machida. ESPN scored it for Davis. [47] Davis had takedowns near the end of rounds one and two, and some moderate GNP, which formed the only significant offense of the fight. Many UFC affiliate bloggers and also scored the fight 30-27 in favor of Machida.[48] UFC promoter Dana White stated shortly after the fight that he had Machida winning all three rounds,[49] and later told Yahoo! Sports that """"Machida definitely won"""" and """"MMA judging sucks"""".[50] Fightmetric Analysis shows Davis struck machida more times. [51] ESPN released a similar analysis tracking each fighter's activity in each category, and reporting the 29-28 victory scored by the three judges at ringside.[52].77.101.41.108  """
1,"Some ratings from the VCHip 

1. The Power: TV-PG-L (hell, shit, pissed)
2. Just Set Up the Chairs: TV-PG-V (the Destroyer of World murders)
3. Caffeinated Concert Tickets: TV-PG-D (lady pecs = boobs, real reason people go to concerts is too see hot girls)
4. Death Punchies: TV-PG-V: (death kwon do, Rigby's bare ass)
5. Free Cake: TV-PG-L: (pissed)
6. Meat Your Maker: TV-PG-L-V (pissed, cannibalistic hot dogs)
7. Grilled Cheese Deluxe: TV-PG (purple nurple, suggestive touching)
8. The Unicorns Got to Go: TV-PG-D-V (lady flashbacks, risque goth lady, eating crotch balls, attack of the unicorns)
9. Prank Callers: TV-PG (brain tumor)
10. Don: TV-PG-D (Don reveals all the characters are naked, sugar seems gay)
11. Rigby's Body: TV-PG-L (sucks, turds)
12. Mordecai and the Rigbys: TV-PG (crotch humps)
13. Ello Govnor: TV-PG-V (evil taxi)
14. It's Time: TV-PG-D (Rigby tongue-kissing Margaret, discussing how good movies have sex)
15. Appreciation Day: TV-PG (nothing wrong)
16. Peeps: TV-PG (implied naked Pops)
17. Dizzy: TV-PG (implied naked Pops)
18. My Mom: TV-PG-D (my mom jokes imply sex)
19. High Score: TV-PG (GBF kicked in the crotch)
20. Rage Against the TV: TV-PG-V (kick him in the junk, Hammer's killings)
21. Party Pete: TV-14-D (guests with breasts line, breast zoom-ins, sexual dancing with Pops, Pete's groin lump shown)
22. Brain Eraser: TV-14 (naked Pops seen throughout whole episode, implied long penis scene, junk)
23. Benson Be Gone: TV-PG (nothing wrong)
24. But I Have a Receipt: TV-PG-V (the stabbing)
25. This is My Jam: TV-PG (gutters, crotch humps)
26. Muscle Woman: TV-14-D-S (junk, tongue-kiss, big breasted Starla)
27. Temp Check: TV-PG (nothing wrong)
28. Jinx: TV-PG-V (Jinx monsters attack, NSFW remark on dirty raccoon, naked people)
29. See You There: TV-PG (nothing wrong)
30. Do Me a Solid: TV-PG (shake weight)
31. Grave Sights: TV-PG-V (zombies)
32. Really Real Wrestling: TV-PG-V (wrestlers)
33. Over the Top: TV-PG-V (Rigby's death)
34. The Night Owl: TV-PG-D (second base
35. A Bunch of Baby Ducks: TV-PG
36. More Smarter: TV-PG
37. First Day: TV-PG
38. Go Viral: TV-PG (panties)
39. Skunked: TV-PG
40. Karaoke Show: TV-PG
41. Stick Hockey: TV-PG (chinese man named Chong, like ching chong
42. Bet to Be Blonde: TV-PG (blonde stereotypes)"
1, You suppose to keep your hoes from finding out about each other
0,"Just to let you know 

My edits are not vandalism because it talks about how many professional wins does each player have. The (3) indicates that the player has three wins, and you can see the list of victories below the headings of the wins section."
0,"POV template added... 

... because of the introduction of this photo montage, which consists of a collage of different propaganda pictures"
0,"Spider-man:Web of shadows 

he is in this game heres proof  ."
0,"Re Northridge 

It appears that content about Northridge is being censored I have been very careful to document and to state as neutrally as possible.
You seem knowlegable and your thoughts appreicated."
0,"I am unable to state so on the user page of that account, or anywhere else, because of these blocks. I do not know why an administrator thinks the user account belongs to me. I was never even informed that it had been created."
1,Yall letting these hoes fuck you with the strap after you said no?
1,"Why am I even talking to this retard, who hasn't ever gotten out of his chair since he was born?"
